km_driven,days_since_last_service,vehicle_type,service_type,next_service_due_days
7403,107,bike,wash,20
16732,19,car,repair,9
23476,36,bike,repair,10
19526,129,bike,wash,46
10340,35,bike,repair,34
7184,132,car,repair,36
23394,63,car,repair,57
1253,6,car,wash,23
5102,119,bike,repair,55
4542,21,car,full_service,32
20159,45,car,wash,51
25062,109,car,wash,76
7212,45,car,repair,5
5637,27,car,wash,72
12525,86,car,full_service,61
29760,34,bike,wash,26
23418,128,car,wash,62
12471,8,bike,wash,17
13500,8,car,repair,43
28457,21,bike,full_service,31
25841,69,bike,full_service,43
16247,140,bike,full_service,76
11532,146,car,wash,16
14518,64,car,full_service,28
7476,139,bike,repair,22
20532,42,bike,wash,19
20743,16,car,repair,64
2004,67,car,wash,20
11286,28,car,repair,78
5717,134,bike,wash,51
4271,43,bike,repair,28
13714,132,bike,full_service,49
1209,133,bike,wash,23
26463,6,bike,wash,45
6539,53,car,repair,35
17537,45,bike,repair,89
20977,137,bike,repair,20
9606,3,car,wash,27
12616,90,car,repair,82
2284,60,car,full_service,27
4148,110,bike,repair,45
1768,36,car,repair,22
26558,2,bike,repair,40
6607,12,car,full_service,16
20586,87,bike,repair,79
29102,75,bike,repair,73
20171,7,car,wash,55
19594,82,bike,wash,89
26614,8,car,repair,36
8399,77,bike,wash,75
23722,123,bike,repair,40
29508,145,bike,repair,44
26117,41,car,full_service,74
1358,40,bike,repair,42
1849,88,car,wash,58
8498,76,bike,wash,8
5522,53,bike,wash,50
19928,96,car,wash,67
13773,97,car,repair,78
19215,55,bike,full_service,54
18856,99,bike,full_service,34
10628,144,bike,repair,77
1329,9,bike,wash,20
6851,43,bike,full_service,56
8032,129,bike,full_service,8
16326,141,car,repair,30
6266,129,bike,wash,33
5354,18,car,full_service,15
23819,79,bike,repair,28
25362,88,bike,full_service,55
21622,0,car,full_service,46
23496,129,bike,wash,43
29584,26,bike,wash,11
16082,1,car,full_service,22
5722,137,bike,wash,7
18772,18,car,full_service,67
21569,140,bike,full_service,24
9911,113,bike,full_service,77
4235,55,car,repair,78
5576,94,car,wash,74
27707,148,bike,wash,21
2100,56,car,full_service,83
9864,101,car,wash,63
9708,69,car,full_service,58
19916,81,bike,wash,17
25154,48,car,wash,46
21054,90,car,full_service,48
18165,4,car,wash,84
15439,56,car,full_service,71
20907,91,car,repair,76
12750,35,bike,full_service,24
23515,137,bike,wash,51
27962,111,bike,repair,28
22166,147,bike,repair,55
10781,12,bike,full_service,22
5995,121,car,repair,27
18885,108,car,full_service,5
12986,146,bike,wash,70
13510,91,car,full_service,9
20464,101,car,repair,22
10268,55,car,full_service,84
26676,44,bike,full_service,78
1502,59,car,wash,39
10531,53,car,full_service,29
21269,36,bike,wash,28
9009,36,bike,repair,17
18007,13,car,repair,25
27462,94,car,full_service,43
12542,101,bike,full_service,38
18434,41,bike,repair,23
24769,0,car,repair,32
23465,22,car,repair,15
22868,27,bike,full_service,53
21156,131,car,repair,39
21300,17,bike,full_service,88
21402,48,bike,repair,80
18713,46,bike,repair,61
14435,114,car,full_service,32
5114,38,car,wash,70
14568,5,bike,full_service,69
4367,52,bike,wash,77
9095,24,bike,full_service,26
6141,98,bike,wash,55
4951,64,car,wash,13
22468,132,bike,wash,75
28073,7,bike,full_service,40
15887,38,bike,full_service,58
2573,110,car,full_service,42
14359,42,bike,wash,70
20018,81,bike,wash,47
3768,122,bike,full_service,9
6302,132,bike,full_service,85
14746,3,bike,repair,41
23634,107,car,repair,62
2211,92,car,repair,67
26351,128,car,repair,55
16445,93,bike,repair,76
23339,55,bike,full_service,47
16815,2,car,wash,71
2160,21,bike,wash,71
23361,55,car,full_service,69
8041,17,bike,full_service,66
19767,115,car,full_service,67
11846,83,car,repair,34
6876,29,bike,repair,42
20924,79,bike,repair,55
13889,65,car,full_service,42
14882,9,car,full_service,71
15738,58,bike,wash,81
22019,50,car,full_service,52
2095,122,bike,repair,16
6901,136,car,wash,24
9215,53,bike,full_service,76
13911,80,bike,wash,6
15123,136,bike,wash,79
29132,8,car,full_service,89
2079,100,bike,repair,59
13510,38,bike,repair,10
25754,135,bike,wash,87
20231,109,car,full_service,66
19344,65,bike,full_service,53
2473,9,bike,repair,88
5888,116,bike,full_service,58
5979,82,bike,full_service,14
2212,138,bike,wash,28
23081,133,car,full_service,33
10001,69,bike,full_service,10
14248,38,bike,full_service,62
1419,12,car,repair,82
16608,58,car,repair,61
4659,66,car,wash,7
6283,40,car,repair,28
29392,34,bike,repair,23
26854,80,car,repair,13
11715,33,bike,repair,34
17165,75,car,wash,81
27016,69,car,full_service,86
2340,10,bike,full_service,48
27797,111,car,full_service,57
15805,26,car,wash,72
11584,47,bike,repair,64
15780,23,car,wash,27
6137,17,car,wash,65
22573,26,car,wash,11
18745,53,bike,full_service,48
1591,54,bike,repair,59
1526,119,bike,full_service,79
8855,20,bike,wash,43
11695,114,bike,wash,63
2292,119,car,full_service,9
19038,57,bike,full_service,46
17571,53,car,full_service,18
20142,145,bike,repair,31
26104,2,car,full_service,20
9625,128,bike,repair,6
7431,5,bike,repair,23
23421,18,car,full_service,27
16926,85,car,wash,45
12704,114,car,wash,18
27380,122,car,repair,51
25878,135,bike,repair,67
21566,72,car,repair,12
24357,46,car,wash,31
1437,84,bike,repair,44
11780,27,car,repair,32
18216,45,car,wash,72
9988,131,car,full_service,65
26135,119,bike,wash,42
29164,135,car,full_service,79
9953,115,bike,full_service,28
6794,60,car,repair,32
4574,16,bike,repair,45
21169,33,bike,full_service,22
28090,19,car,repair,53
22604,42,car,full_service,89
25134,9,car,repair,30
17301,93,car,wash,7
24202,114,car,full_service,81
1684,126,car,full_service,42
5233,109,bike,repair,18
17961,106,bike,wash,5
13997,104,car,repair,15
9007,70,bike,wash,44
17611,83,car,repair,8
3328,2,car,full_service,38
20115,45,bike,wash,69
10019,25,car,wash,60
17814,137,bike,repair,14
10255,7,car,wash,85
19093,54,bike,repair,75
6782,90,car,wash,68
2234,137,bike,repair,17
25877,113,bike,repair,26
6205,78,car,repair,60
2420,100,car,full_service,69
18152,85,bike,wash,17
23418,44,car,full_service,5
10596,49,car,full_service,42
26019,63,car,full_service,62
20488,94,car,full_service,29
5355,1,car,wash,46
20689,94,car,wash,89
18922,61,bike,full_service,37
29506,141,bike,wash,61
18715,73,car,wash,41
25552,99,bike,repair,61
24323,110,car,wash,66
9261,103,bike,full_service,7
14765,14,car,wash,34
22942,13,car,full_service,71
6944,26,car,wash,67
29011,84,bike,full_service,86
8126,8,car,wash,27
17864,19,car,wash,76
6263,78,bike,wash,77
21478,56,bike,full_service,70
23551,143,car,repair,65
16300,99,bike,full_service,6
29072,74,bike,wash,31
3793,135,car,full_service,52
3892,66,car,wash,67
2198,18,car,wash,9
25395,104,car,repair,5
19756,10,bike,wash,26
19276,50,car,wash,78
23174,125,car,wash,28
2883,79,car,repair,63
22851,53,bike,full_service,83
1797,16,car,repair,54
9209,23,car,full_service,27
9235,144,car,wash,82
17538,47,bike,full_service,22
22346,83,car,full_service,26
16257,6,car,full_service,48
29024,141,car,full_service,48
21464,10,car,wash,41
9050,11,bike,repair,11
6947,109,bike,full_service,28
10617,132,car,wash,81
21704,132,bike,wash,45
29888,127,bike,wash,74
29215,147,car,wash,89
29702,53,car,full_service,75
2892,54,bike,repair,22
26473,78,car,wash,83
4424,89,car,repair,76
10450,96,car,repair,64
14418,126,car,repair,56
3015,29,bike,wash,84
24057,23,car,wash,53
23416,130,bike,wash,71
5833,121,car,repair,49
10894,99,car,wash,13
16942,70,bike,wash,30
10065,149,bike,repair,30
1565,13,bike,wash,34
8412,47,bike,full_service,31
19402,28,car,full_service,84
11077,49,car,full_service,8
11315,137,bike,full_service,55
13834,26,car,repair,87
3314,78,car,wash,74
5412,95,car,full_service,83
4883,136,bike,full_service,14
12384,70,bike,wash,40
11051,79,bike,repair,50
9216,80,bike,full_service,10
12695,86,bike,wash,74
29831,7,bike,wash,83
24123,1,bike,full_service,87
26713,122,car,full_service,82
8902,120,car,wash,7
14187,95,bike,wash,54
18573,92,car,full_service,46
24540,2,car,full_service,82
24726,135,bike,full_service,58
13288,1,car,full_service,43
15210,114,car,repair,89
7884,48,bike,wash,59
20541,100,bike,full_service,15
11559,147,car,wash,78
22904,28,bike,full_service,83
19125,144,bike,repair,34
4688,73,car,wash,85
24869,104,bike,repair,60
15114,149,car,wash,33
6369,5,bike,repair,21
23028,61,car,full_service,37
12938,30,bike,full_service,25
26473,118,car,repair,82
5023,11,bike,full_service,14
16982,11,car,repair,43
18100,143,bike,repair,82
4967,24,car,wash,51
8423,149,bike,repair,56
7450,90,car,wash,45
13213,87,car,repair,51
4215,75,bike,wash,77
25209,17,bike,wash,75
1390,44,car,full_service,47
29460,110,bike,wash,41
27275,79,car,wash,77
20421,67,car,repair,68
1232,139,car,wash,75
27502,17,car,full_service,64
20515,53,car,repair,29
8634,111,car,wash,26
12498,96,bike,repair,47
11916,26,car,repair,75
1233,77,car,repair,74
2391,87,car,repair,40
12084,53,car,repair,50
10447,86,car,wash,26
15184,4,bike,repair,39
28114,122,bike,repair,51
12882,53,car,full_service,37
15838,38,car,full_service,89
18273,108,car,repair,79
8902,131,bike,wash,17
13879,73,bike,full_service,60
18129,64,car,full_service,71
10911,36,bike,repair,17
1427,66,car,wash,54
1731,110,car,wash,61
1799,124,bike,full_service,32
23891,86,bike,full_service,69
29873,46,bike,full_service,28
8025,147,bike,full_service,71
15481,12,bike,full_service,85
26411,43,car,repair,11
8624,124,bike,repair,78
25710,118,car,repair,87
15961,130,bike,full_service,28
22767,125,car,repair,13
23591,137,bike,full_service,19
19922,48,bike,wash,60
21102,123,car,wash,21
9232,77,bike,repair,23
4367,129,car,wash,13
22392,102,bike,wash,68
14262,104,car,wash,61
6229,119,car,repair,42
24772,30,bike,wash,87
19799,67,bike,repair,12
14747,36,bike,full_service,10
24555,23,bike,full_service,53
27616,43,bike,repair,49
29915,82,car,repair,25
20333,40,bike,wash,38
5261,41,bike,full_service,16
22529,107,car,wash,43
4466,39,car,full_service,10
14785,47,bike,wash,85
4088,112,car,wash,36
14015,83,bike,full_service,64
2115,3,car,wash,12
5578,107,car,full_service,42
3590,59,car,repair,23
8372,113,bike,wash,59
4573,4,car,full_service,13
3978,105,bike,full_service,56
11639,5,bike,wash,32
10422,13,bike,full_service,66
11858,125,car,wash,52
24697,139,bike,wash,43
24406,61,car,repair,57
5975,26,car,repair,67
5925,53,bike,repair,23
25431,89,bike,wash,37
25474,11,bike,wash,68
29834,135,bike,full_service,30
25435,73,bike,repair,49
22676,143,car,repair,5
24029,25,car,full_service,79
11786,135,bike,repair,70
22787,44,bike,repair,39
20814,83,bike,repair,81
15716,146,car,full_service,49
28493,144,car,repair,80
28528,102,bike,wash,37
2995,123,bike,repair,86
23414,122,car,wash,73
14844,115,car,repair,87
4891,13,bike,wash,35
16522,16,bike,repair,68
8145,12,car,wash,19
9498,92,car,wash,50
10554,62,car,repair,52
3102,32,car,full_service,72
4030,28,car,repair,87
9524,36,bike,full_service,89
9107,102,bike,full_service,44
28328,23,car,full_service,5
17626,141,car,full_service,24
19268,132,car,full_service,26
15935,124,car,full_service,58
25399,52,bike,repair,81
10624,87,bike,wash,69
28126,97,bike,wash,19
24131,113,bike,repair,65
25878,94,car,repair,83
16823,119,car,repair,18
21714,72,bike,full_service,73
8863,105,car,full_service,53
4109,25,bike,wash,10
19570,17,car,repair,45
13482,135,car,wash,35
2550,145,bike,wash,68
27368,57,car,full_service,55
1646,92,car,full_service,63
23528,48,car,wash,59
22040,70,bike,full_service,53
14407,64,car,full_service,44
26288,32,car,full_service,19
13700,49,car,wash,74
1537,3,bike,wash,69
15166,118,car,wash,11
7572,83,car,repair,66
1234,116,bike,wash,58
27972,101,car,full_service,56
15067,130,car,wash,55
10696,5,car,repair,8
15150,22,bike,full_service,5
23923,134,car,wash,70
18758,119,car,wash,39
2909,60,bike,full_service,81
26491,99,bike,wash,85
13150,64,car,repair,14
24602,133,car,full_service,71
1080,23,car,wash,72
3083,36,bike,full_service,69
14378,44,car,wash,55
28264,99,bike,wash,34
16217,101,car,full_service,43
19074,62,bike,wash,14
18140,28,bike,wash,48
3670,100,bike,full_service,36
4751,108,car,wash,48
12744,95,bike,wash,67
26043,9,bike,full_service,65
6261,34,car,repair,69
15691,54,bike,repair,45
7852,95,bike,repair,85
2494,122,car,repair,16
23124,11,bike,repair,6
26595,3,car,repair,77
25439,105,car,full_service,80
18285,89,car,full_service,64
1672,66,bike,full_service,29
9630,144,car,wash,65
29798,64,bike,repair,26
11268,81,bike,repair,60
1444,104,bike,full_service,25
10157,83,bike,wash,59
12982,104,car,wash,44
9655,114,car,full_service,55
19582,27,bike,repair,26
3287,15,bike,wash,32
12957,20,car,repair,8
28752,76,car,wash,30
5008,41,car,repair,64
12696,53,bike,wash,27
10104,31,car,repair,45
1496,113,car,repair,62
2463,37,car,repair,12
24212,113,bike,full_service,55
21637,109,car,repair,65
13459,102,car,repair,5
17877,76,car,wash,34
22449,139,bike,wash,21
22814,52,bike,full_service,27
18810,120,car,wash,28
10884,2,bike,repair,73
19177,53,bike,full_service,56
3723,39,car,full_service,75
18042,67,bike,full_service,62
5761,113,car,repair,26
8630,129,bike,repair,63
17375,41,bike,wash,48
9741,93,car,wash,41
26218,148,car,wash,38
5350,100,car,full_service,61
1207,123,bike,repair,61
28073,1,bike,wash,44
5190,90,bike,repair,24
2883,58,bike,full_service,21
3886,97,car,repair,56
17861,15,car,repair,8
9953,147,car,full_service,67
9381,15,car,wash,54
24238,107,car,repair,86
14795,22,bike,repair,54
18139,41,bike,full_service,20
10638,36,car,repair,76
5931,71,bike,repair,65
10855,133,bike,repair,48
6724,115,bike,full_service,22
27411,149,car,repair,54
13420,5,bike,full_service,84
21534,31,car,wash,34
5060,144,bike,repair,53
5765,37,bike,full_service,25
20996,144,car,full_service,26
7553,36,car,repair,51
8378,60,car,full_service,29
19073,76,car,wash,60
18700,126,bike,wash,68
8130,85,car,wash,32
4186,6,car,wash,37
29596,149,bike,full_service,70
6789,84,bike,full_service,8
29930,5,bike,wash,84
17122,141,car,wash,16
18529,143,car,wash,21
21778,2,bike,wash,40
8942,136,bike,wash,20
8548,46,bike,full_service,27
17944,84,car,wash,76
19296,93,bike,wash,13
19248,22,car,repair,82
1296,2,car,full_service,59
3409,128,bike,wash,77
28212,66,car,full_service,68
25014,70,car,repair,51
2461,130,car,repair,71
21676,66,car,wash,14
3268,54,car,wash,8
18378,131,car,wash,34
7554,30,bike,wash,15
17391,65,car,repair,55
28167,100,bike,full_service,23
19899,63,car,wash,17
29991,30,bike,full_service,61
18801,116,bike,wash,7
19700,65,bike,wash,82
8358,46,car,repair,78
21316,21,car,wash,42
23588,93,car,wash,31
18671,82,car,wash,84
28420,45,car,repair,14
18502,88,car,full_service,57
26128,118,bike,repair,31
8637,45,car,wash,11
1660,0,car,wash,86
9907,95,car,wash,17
7922,60,bike,full_service,76
29161,104,bike,full_service,64
12953,80,bike,wash,18
25488,13,bike,wash,48
23721,44,car,full_service,74
19913,76,car,repair,88
4970,65,bike,repair,32
4407,31,bike,full_service,27
27034,95,car,full_service,16
28843,57,bike,wash,28
10046,103,bike,full_service,55
24800,55,bike,full_service,26
15547,133,bike,wash,66
5760,66,car,full_service,30
29113,117,bike,wash,62
19281,37,car,repair,75
23748,130,bike,repair,19
25848,111,bike,repair,72
14465,132,car,wash,10
5087,53,car,repair,6
26848,33,bike,repair,35
21758,38,bike,wash,28
8607,111,bike,wash,39
5019,87,car,repair,51
1815,47,bike,repair,35
13563,48,bike,repair,76
14292,33,car,full_service,80
24639,99,bike,wash,6
17158,134,bike,wash,83
1922,17,bike,wash,63
13929,69,car,wash,67
15925,113,bike,repair,79
22251,33,bike,wash,21
18648,50,bike,full_service,58
21108,104,bike,full_service,25
11979,92,car,repair,26
3722,141,bike,repair,59
6355,68,bike,wash,33
14301,88,bike,repair,83
29799,102,bike,repair,25
3550,135,car,repair,6
22703,142,bike,full_service,46
12141,82,bike,wash,56
24070,10,car,repair,42
19057,147,bike,wash,7
21971,35,car,wash,29
12284,81,bike,wash,81
22737,141,car,full_service,66
24241,37,car,wash,19
28414,88,bike,wash,74
19050,0,car,repair,14
21895,103,car,repair,77
27771,64,bike,full_service,73
23556,0,bike,wash,48
2384,124,bike,full_service,45
21787,59,bike,wash,87
21338,24,bike,full_service,24
23689,90,bike,wash,41
28475,137,bike,repair,43
9252,49,bike,full_service,81
8238,139,bike,repair,74
24365,91,car,wash,12
7026,31,car,full_service,47
29523,32,car,repair,14
23993,25,car,repair,45
11482,41,car,repair,8
14801,60,car,wash,82
17120,40,car,full_service,8
16580,129,bike,repair,28
9664,98,car,wash,25
18342,97,car,wash,14
26108,30,car,wash,50
1493,114,car,full_service,74
24426,146,car,wash,84
17465,47,bike,wash,48
7999,1,car,full_service,37
14833,138,car,full_service,40
3970,100,bike,wash,29
1011,127,car,wash,17
25208,58,bike,repair,43
16551,119,bike,full_service,83
18145,37,bike,full_service,42
4185,106,car,repair,34
17409,20,car,wash,18
2806,41,bike,wash,54
24035,136,car,wash,72
6664,139,car,wash,5
29733,9,bike,repair,65
29900,132,bike,full_service,7
15126,32,car,full_service,54
13894,68,bike,wash,65
6154,79,bike,repair,40
23208,100,car,wash,8
14767,28,car,wash,47
21043,145,bike,repair,18
16226,133,car,repair,71
2525,52,car,full_service,11
1760,123,car,full_service,12
17978,41,car,wash,48
24576,46,car,wash,68
14880,10,car,full_service,11
2055,82,bike,repair,52
11046,108,bike,wash,66
4083,26,bike,wash,29
16678,61,bike,repair,85
13108,147,bike,wash,72
21059,130,car,repair,68
27624,143,car,full_service,22
10650,102,bike,full_service,8
6957,43,car,full_service,21
6255,92,bike,full_service,51
10411,29,car,full_service,85
21612,118,bike,wash,49
17344,28,car,full_service,62
21565,29,bike,wash,7
10691,103,car,wash,16
19214,109,bike,repair,21
4395,31,car,wash,26
2203,137,car,wash,43
29846,50,bike,full_service,43
20194,135,bike,full_service,20
20476,35,bike,repair,55
4044,54,bike,repair,33
23455,35,bike,wash,82
8272,55,bike,repair,75
22057,35,bike,full_service,45
4514,88,bike,full_service,61
10990,61,car,full_service,32
7192,108,car,wash,81
11767,86,car,wash,84
17528,63,car,repair,25
8507,56,bike,full_service,8
5857,112,car,wash,19
13118,69,car,wash,57
18761,19,bike,repair,50
4146,53,car,full_service,11
27401,0,bike,full_service,22
22408,89,car,repair,25
18177,137,car,repair,12
27177,112,bike,repair,63
6756,12,bike,repair,24
5414,109,car,full_service,86
18494,90,car,full_service,87
23056,94,car,repair,71
21437,42,bike,wash,59
4937,137,bike,wash,66
4963,73,bike,full_service,22
22326,13,bike,full_service,83
6897,98,bike,repair,60
9974,108,bike,wash,89
15377,144,car,full_service,26
18500,148,bike,wash,12
17056,95,bike,repair,15
2750,57,car,full_service,16
28152,135,car,full_service,52
5027,95,bike,wash,67
12528,37,bike,wash,31
6745,63,bike,full_service,39
29963,8,bike,wash,6
22448,120,car,wash,12
10679,31,car,repair,24
29451,10,car,wash,12
29207,104,bike,full_service,67
6938,145,car,repair,72
29768,146,bike,full_service,35
13150,81,car,repair,36
14406,36,bike,repair,17
20781,81,bike,wash,30
25649,11,car,wash,85
18743,3,car,full_service,33
26667,42,bike,wash,22
5853,50,car,repair,73
19325,4,bike,wash,16
4148,133,bike,full_service,6
29879,86,car,repair,46
17243,105,car,full_service,11
8933,55,bike,wash,51
10436,109,bike,repair,58
18669,67,bike,full_service,19
7474,95,bike,wash,62
15679,43,bike,wash,37
12228,142,bike,full_service,71
1770,89,car,repair,67
2843,41,car,full_service,52
1073,138,car,wash,70
19044,72,bike,full_service,85
17059,10,bike,wash,69
21733,57,car,repair,40
24486,127,car,full_service,21
9000,20,car,repair,6
26395,20,bike,full_service,37
21202,71,bike,wash,10
14273,128,bike,repair,47
17121,101,car,wash,15
1331,12,car,full_service,9
18805,72,car,wash,34
8512,5,bike,full_service,14
29231,111,car,repair,28
24274,16,car,wash,63
5931,72,bike,wash,71
27267,11,bike,full_service,65
13742,85,car,full_service,30
23409,121,bike,full_service,43
14426,69,car,repair,86
21792,107,bike,wash,7
6113,51,bike,full_service,42
9419,36,bike,full_service,46
3881,116,bike,wash,52
14145,2,bike,repair,17
14556,7,bike,wash,60
20249,137,car,full_service,63
3575,46,car,wash,67
13714,63,car,full_service,84
7185,41,bike,full_service,47
9656,42,bike,wash,79
6741,124,car,wash,61
17661,136,car,repair,25
29690,13,car,full_service,58
1065,90,bike,full_service,83
5262,131,car,full_service,57
6704,1,car,full_service,49
16355,114,car,full_service,40
9594,0,car,wash,67
13175,74,bike,full_service,5
25373,64,car,wash,71
13696,124,car,repair,83
7255,134,bike,full_service,37
8441,65,bike,repair,36
29054,142,bike,wash,62
29020,71,bike,wash,30
22076,115,bike,repair,65
15986,120,car,full_service,21
14350,46,car,wash,77
15440,89,car,wash,73
21803,39,bike,wash,33
8960,41,car,wash,67
23462,34,bike,wash,10
28615,40,bike,wash,63
18821,84,car,repair,25
26004,123,bike,full_service,49
28258,56,car,full_service,49
28353,37,bike,full_service,39
24416,95,car,full_service,56
23115,135,bike,repair,50
20762,62,bike,repair,70
14665,86,bike,full_service,61
25968,131,car,wash,46
23731,51,bike,full_service,77
23785,37,car,wash,81
7629,86,bike,wash,20
14828,4,car,repair,9
5541,119,bike,wash,5
8876,69,car,repair,26
14311,112,bike,full_service,52
25917,23,bike,repair,30
25708,85,bike,wash,38
15588,144,car,wash,62
17648,25,bike,wash,89
13380,2,bike,full_service,11
10877,1,bike,repair,29
18818,91,car,full_service,61
22711,1,bike,repair,16
6097,149,car,full_service,35
19044,70,car,full_service,31
29393,3,bike,wash,38
23076,37,bike,full_service,85
19738,102,car,full_service,79
25841,69,car,repair,38
7461,51,bike,full_service,41
26712,30,car,wash,62
8044,35,car,full_service,64
6497,132,bike,repair,30
21933,114,bike,repair,49
23718,73,car,full_service,49
23394,17,car,full_service,36
14751,14,bike,repair,73
22310,96,car,wash,88
26966,4,car,full_service,75
10304,36,bike,wash,27
11426,103,car,wash,69
12058,85,car,full_service,43
23449,149,car,wash,71
12260,14,car,repair,49
19563,16,bike,wash,71
22351,50,car,repair,67
1634,44,car,full_service,74
21015,121,bike,wash,58
26975,148,car,repair,31
28315,81,car,repair,83
28746,144,bike,full_service,40
11057,134,car,wash,9
14345,88,car,repair,71
11147,100,car,repair,55
22061,39,car,full_service,36
19602,42,car,wash,25
2389,72,car,wash,21
14071,22,car,repair,77
12322,94,bike,wash,30
5276,16,bike,wash,26
13306,111,bike,wash,45
2249,102,car,wash,63
25024,57,bike,wash,79
28742,85,bike,wash,14
23096,34,bike,wash,9
18629,29,bike,repair,59
9245,103,car,repair,30
12102,121,car,wash,8
17226,133,car,wash,31
11588,33,bike,full_service,62
1442,55,car,repair,7
7976,24,bike,full_service,54
5675,114,car,repair,30
12803,12,car,full_service,22
8953,62,bike,full_service,11
5377,101,bike,full_service,49
11599,121,car,repair,17
8058,119,car,repair,10
18206,132,car,wash,39
12894,10,bike,repair,57
3939,108,bike,repair,72
24480,103,bike,repair,46
23149,110,bike,repair,8
2031,68,car,wash,64
11208,101,bike,wash,49
1562,1,bike,repair,76
11730,36,bike,full_service,79
17724,117,car,full_service,70
21951,48,car,repair,86
17152,74,bike,wash,86
14998,74,bike,full_service,26
25246,33,car,wash,16
29351,57,car,wash,85
19680,110,bike,full_service,55
17618,95,car,repair,21
22586,59,bike,wash,40
10308,139,car,full_service,53
27484,31,bike,wash,20
10609,131,bike,full_service,79
18675,105,bike,repair,48
29064,32,bike,repair,26
22111,42,car,repair,12
29230,111,car,wash,22
9720,106,bike,repair,84
28900,8,car,repair,88
11172,113,bike,repair,76
15457,124,car,repair,42
3939,19,bike,full_service,33
15345,40,car,full_service,81
17158,43,car,wash,85
6435,124,car,full_service,85
24365,34,car,full_service,77
6392,57,bike,full_service,6
26905,47,bike,full_service,63
8972,57,car,full_service,46
18617,100,car,repair,25
27329,56,car,wash,6
20184,63,car,full_service,9
28509,61,bike,full_service,21
15799,82,car,wash,28
28335,112,car,full_service,12
20159,111,car,full_service,34
16052,61,car,wash,54
7044,93,car,repair,26
20871,84,car,repair,63
24767,25,car,wash,28
15415,120,car,repair,30
21234,49,bike,repair,65
28103,114,car,repair,12
22381,35,car,repair,16
18274,32,car,full_service,18
14858,122,car,wash,34
23304,99,bike,repair,59
27641,67,car,repair,65
18572,72,bike,wash,66
6644,135,bike,full_service,35
29873,22,bike,repair,31
18124,69,bike,repair,5
18753,54,car,full_service,45
26965,109,bike,wash,18
19384,148,bike,repair,78
18855,149,car,repair,54
18920,8,bike,wash,46
17702,128,bike,full_service,75
27840,107,bike,wash,44
6153,132,bike,repair,18
2894,149,car,full_service,15
29287,67,bike,full_service,67
28398,65,car,full_service,53
8991,143,car,wash,41
16439,52,car,wash,14
10467,127,bike,wash,58
28659,64,bike,repair,11
25976,63,car,wash,85
6935,67,car,full_service,16
18107,61,car,repair,59
3329,80,car,repair,40
10327,70,car,repair,11
3770,113,car,full_service,28
24929,51,bike,wash,38
5846,115,bike,full_service,69
17651,124,bike,wash,33
17276,126,car,repair,30
15633,64,bike,repair,78
14628,129,car,full_service,69
1569,21,car,wash,49
28132,75,bike,repair,21
2973,93,car,full_service,40
26121,70,bike,full_service,77
3822,105,bike,wash,67
21844,49,bike,wash,27
1270,101,car,wash,70
17320,112,car,repair,86
8641,29,car,full_service,46
9930,11,bike,wash,75
7680,81,car,full_service,79
2257,45,bike,repair,75
9250,129,car,repair,47
6370,96,bike,wash,59
29757,79,bike,repair,60
5858,53,car,full_service,83
9581,34,car,full_service,35
14491,51,bike,repair,87
26294,83,bike,repair,60
24383,71,car,repair,78
13436,25,bike,full_service,52
13870,60,car,repair,56
17504,36,car,wash,76
7908,94,bike,wash,5
11844,10,car,full_service,6
19687,40,bike,repair,46
5861,132,car,repair,78
3911,65,bike,repair,13
9991,140,car,wash,35
12572,141,car,wash,6
11298,68,bike,wash,28
8236,58,car,wash,47
6565,65,bike,wash,74
23915,67,bike,full_service,76
18493,11,bike,full_service,47
7929,67,bike,repair,55
18634,72,bike,repair,50
28216,5,car,wash,79
25561,14,car,repair,5
19033,41,car,full_service,71
8351,30,car,full_service,5
23295,5,car,repair,67
26921,32,car,wash,80
20340,20,car,full_service,66
15901,123,bike,repair,65
11638,93,bike,wash,44
6828,148,bike,repair,33
22378,99,car,wash,39
12556,54,bike,wash,89
23820,63,car,full_service,15
26060,85,car,full_service,15
24998,21,car,repair,67
26378,59,bike,repair,73
19099,103,bike,wash,60
9150,138,bike,full_service,11
11107,46,car,wash,55
20867,76,car,wash,43
25059,17,car,wash,46
2757,21,car,wash,76
19193,144,bike,wash,57
22923,37,bike,wash,25
23432,24,bike,repair,34
12199,31,bike,full_service,82
28801,142,car,full_service,5
29071,12,car,wash,28
27896,10,bike,wash,10
17295,12,car,wash,10
27246,96,car,full_service,73
13807,100,bike,full_service,66
18535,37,bike,wash,39
6492,0,car,full_service,83
24095,38,bike,wash,39
7302,26,bike,wash,52
16929,35,bike,wash,76
5747,142,bike,repair,47
27799,30,bike,full_service,39
15238,126,bike,full_service,9
28243,5,bike,full_service,35
9402,88,bike,wash,35
11686,149,bike,repair,12
5681,30,car,wash,10
29838,99,bike,wash,57
19891,72,bike,wash,84
20347,45,bike,repair,48
4428,96,car,wash,53
28951,0,bike,wash,12
8494,56,bike,repair,68
4955,8,car,wash,8
21089,4,car,wash,36
28981,78,bike,full_service,57
15026,113,car,repair,71
21422,8,car,full_service,67
10244,23,car,wash,84
1713,149,car,repair,64
24644,102,car,repair,81
12080,59,bike,wash,37
24395,85,car,full_service,26
26263,115,bike,wash,35
9521,83,bike,repair,28
2746,89,bike,repair,7
